4129537,9983,20160712,0.48532873
6949378,3429,20160706,0.48532873
2166529,6928,20160727,0.4928156
2166529,1808,20160727,0.4928156
6172162,6500,20160708,0.48783734
4005121,9983,20160706,0.48532873
4347394,9983,20160716,0.48532873
3094273,13602,20160727,0.48532873
5139970,9983,20160729,0.48532873
3237121,13602,20160703,0.48532873
6224386,9983,20160716,0.48532873
6488578,13602,20160712,0.48532873
4164865,9983,20160703,0.48532873
4164865,8059,20160706,0.48532873
5468674,9983,20160713,0.48532873
6258178,9144,20160706,0.48783734
3659521,7341,20160727,0.48783734
3659521,13181,20160717,0.48783734
3659521,13602,20160718,0.48532873
7333378,13602,20160704,0.48532873
7333378,785,20160727,0.48532873
4454914,2978,20160711,0.48532873
6817282,8375,20160724,0.48783734
3149569,10418,20160721,0.48532873
6301186,1715,20160718,0.48783734
6301186,4203,20160708,0.48783734
2891521,13602,20160724,0.48532873
3422977,13602,20160727,0.48532873
4771330,13602,20160726,0.48532873
4513282,11799,20160712,0.48532873
3439873,13602,20160713,0.48532873
6632962,13602,20160727,0.48532873
6632962,10438,20160705,0.48532873
6912514,9934,20160724,0.48783734
2821891,10418,20160702,0.48532873
3872515,10418,20160704,0.48532873
3872515,2978,20160704,0.48532873
2699011,13602,20160705,0.48532873
5406214,3903,20160722,0.4928156
5406214,2440,20160722,0.4928156
3359491,10418,20160725,0.48532873
4147459,5743,20160715,0.48783734
5427718,4912,20160704,0.4928156
5427718,662,20160704,0.4928156
5427718,1528,20160704,0.4928156
2848003,13602,20160702,0.48532873
2726659,10842,20160724,0.48783734
3649795,2978,20160723,0.48532873
3649795,10418,20160701,0.48532873
2612995,9983,20160703,0.48532873
3808003,9983,20160721,0.48532873
3812611,3992,20160721,0.48532873
3425539,3992,20160719,0.48532873
6853126,13181,20160721,0.48783734
4251142,10609,20160707,0.48783734
3442435,13602,20160713,0.48532873
3182851,11986,20160731,0.48783734
7175686,7774,20160706,0.48783734
7175686,9983,20160717,0.48532873
3199747,8059,20160712,0.48532873
3199747,3429,20160718,0.48532873
6140422,6480,20160728,0.48783734
4001029,13602,20160704,0.48532873
3873541,2978,20160718,0.48532873
4603402,5482,20160723,0.48783734
6443530,13602,20160722,0.48532873
3627781,10418,20160713,0.48532873
4913674,8059,20160712,0.48532873
3506437,13602,20160719,0.48532873
2196229,6614,20160717,0.48783734
2329861,13849,20160724,0.48783734
3514117,9967,20160706,0.48783734
5733898,13183,20160705,0.48783734
2480389,2978,20160703,0.48532873
3928837,1904,20160722,0.48532873
3017989,13602,20160730,0.48532873
3017989,9983,20160704,0.48532873
5776906,13602,20160706,0.48532873
6332938,13602,20160724,0.48532873
5568010,8596,20160722,0.4928156
2398981,13602,20160722,0.48532873
3208453,10418,20160713,0.48532873
7205386,13602,20160729,0.48532873
4866574,13602,20160723,0.48532873
4866574,9983,20160725,0.48532873
5394958,2601,20160712,0.48532873
6445582,13602,20160713,0.48532873
3748615,13602,20160709,0.48532873
3748615,11184,20160703,0.48783734
5941774,9983,20160711,0.48532873
2842375,3429,20160725,0.48532873
2324743,10418,20160701,0.48532873
6491662,4654,20160717,0.48783734
3644167,11463,20160710,0.4928156
3644167,11463,20160706,0.4928156
3644167,11463,20160708,0.4928156
3644167,11463,20160711,0.4928156
3644167,11463,20160713,0.4928156
2862343,3004,20160712,0.4928156
2862343,2070,20160721,0.4928156
2862343,7821,20160721,0.4928156
2862343,14,20160731,0.48783734
4676110,9983,20160727,0.48532873
3135751,3992,20160724,0.48532873
4054279,9983,20160729,0.48532873
4192519,13602,20160723,0.48532873
2363143,3780,20160703,0.49158615
2363143,13161,20160703,0.4928156
2363143,2978,20160724,0.48532873
2363143,10438,20160729,0.49158615
3025159,9983,20160703,0.48532873
3025159,10438,20160701,0.48532873
3025159,13602,20160725,0.48532873
6574606,8059,20160729,0.48532873
2771719,13602,20160728,0.48532873
2513671,9983,20160723,0.48532873
7136782,13602,20160714,0.48532873
3568903,8596,20160722,0.48783734
5047822,13602,20160722,0.48532873
3704071,10110,20160716,0.4928156
3704071,10110,20160707,0.4928156
3183367,4132,20160723,0.48783734
4276750,13602,20160726,0.48532873
6402574,9983,20160704,0.48532873
6402574,10418,20160706,0.48532873
6408718,13602,20160724,0.48532873
4587022,8059,20160717,0.48532873
4587022,9983,20160717,0.48532873
3212041,13602,20160715,0.48532873
5903890,13602,20160724,0.48532873
4598290,1904,20160709,0.48532873
3093769,8306,20160728,0.48532873
3093769,8059,20160728,0.48532873
3093769,9983,20160716,0.48532873
4370962,8059,20160722,0.48532873
6208018,2920,20160729,0.48783734
2189065,2096,20160715,0.48783734
4029193,13602,20160703,0.48532873
3119881,493,20160721,0.48783734
3910921,9983,20160712,0.48532873
3910921,13602,20160711,0.48532873
6773266,2096,20160717,0.48783734
4948498,2978,20160725,0.48532873
2347273,13602,20160725,0.48532873
4190473,10284,20160720,0.48783734
3536137,13602,20160728,0.48532873
2358025,13602,20160703,0.48532873
3930889,10438,20160729,0.48532873
3930889,13602,20160704,0.48532873
3930889,2893,20160724,0.4928156
3930889,2893,20160726,0.4928156
4066057,5702,20160716,0.4928156
4066057,13602,20160724,0.48532873
4066057,5702,20160723,0.4928156
4066057,5702,20160709,0.4928156
4070665,10418,20160715,0.48532873
3024649,3992,20160709,0.48532873
6862354,13602,20160731,0.48532873
6078994,10438,20160716,0.48532873
3310345,10438,20160731,0.48532873
6112786,13602,20160714,0.48532873
2930953,2978,20160724,0.48532873
6939154,10418,20160727,0.48532873
6939154,2978,20160727,0.48532873
3208969,3985,20160724,0.4928156
3208969,11876,20160724,0.4928156
2296075,13602,20160728,0.48532873
2173195,2601,20160703,0.48532873
5948950,10418,20160720,0.48532873
2723083,4277,20160724,0.48532873
4177675,9983,20160721,0.48532873
4177675,13602,20160719,0.48532873
6790678,13602,20160723,0.48532873
3531019,8059,20160717,0.48532873
7343638,8059,20160704,0.48532873
3021067,13320,20160722,0.48532873
2773771,4727,20160725,0.48532873
4286998,13602,20160711,0.48532873
6385174,9983,20160712,0.48532873
2933515,9983,20160703,0.48532873
2933515,13602,20160702,0.48532873
6925846,13602,20160714,0.48532873
6925846,9983,20160721,0.48532873
5617174,5785,20160725,0.48783734
6667798,9983,20160710,0.48532873
6667798,8499,20160725,0.48532873
6667798,13602,20160704,0.48532873
5887510,3093,20160704,0.4928156
5887510,8215,20160704,0.4928156
5887510,9002,20160704,0.4928156
3469579,2978,20160711,0.48532873
5368342,13602,20160727,0.48532873
6157846,13602,20160722,0.48532873
6427162,1904,20160708,0.48532873
6427162,11894,20160708,0.48532873
7228954,9983,20160714,0.48532873
6728218,3992,20160707,0.48532873
6992410,1971,20160706,0.4928156
6992410,1971,20160701,0.4928156
6992410,1971,20160708,0.4928156
6992410,1971,20160705,0.4928156
6992410,1971,20160711,0.4928156
3909901,9983,20160726,0.48532873
6783514,13602,20160729,0.48532873
6783514,9983,20160731,0.48532873
6783514,12154,20160729,0.48783734
4694554,10418,20160711,0.48532873
4694554,13602,20160721,0.48532873
4694554,2978,20160710,0.48532873
4694554,10438,20160703,0.48532873
5238298,11799,20160729,0.48532873
2886925,2978,20160722,0.48532873
2891533,13602,20160731,0.48532873
2635021,1808,20160730,0.4928156
2635021,6928,20160730,0.4928156
5275162,2601,20160707,0.48532873
2247949,13602,20160707,0.48532873
2247949,1589,20160710,0.4928156
2247949,1589,20160721,0.4928156
2247949,9983,20160730,0.48532873
6335002,9793,20160714,0.48783734
6599194,3429,20160710,0.48532873
6608410,8012,20160721,0.48783734
3048205,10438,20160712,0.48532873
3048205,10418,20160701,0.48532873
3837709,9983,20160720,0.48532873
2800909,13602,20160727,0.48532873
